34,
0.000000f,51.774010,51.774010,51.774010,
2.333000f,51.774010,51.774010,51.774010,
2.333000f,51.774010,51.774010,51.774010,
4.116000f,51.774010,51.774010,51.774010,
4.116000f,51.774010,51.774010,51.774010,
5.616000f,51.774010,51.774010,51.774010,
5.616000f,51.774010,51.774010,51.774010,
10.533000f,51.774010,51.774010,51.774010,
10.533000f,51.774010,51.774010,51.774010,
12.383000f,51.774010,51.774010,51.774010,
12.383000f,51.774010,51.774010,51.774010,
13.949000f,51.774010,51.774010,51.774010,
13.949999f,51.774010,51.774010,51.774010,
16.249001f,51.774010,51.774010,51.774010,
16.250000f,51.774010,51.774010,51.774010,
20.533000f,51.774010,51.774010,51.774010,
20.533000f,51.774010,51.774010,51.774010,
25.433001f,51.774010,51.774010,51.774010,
25.433001f,51.774010,51.774010,51.774010,
31.133002f,51.774010,51.774010,51.774010,
31.133002f,51.774010,51.774010,51.774010,
39.066000f,51.774010,51.774010,51.774010,
39.066000f,51.774010,51.774010,51.774010,
42.165999f,51.774010,51.774010,51.774010,
42.165999f,51.774010,51.774010,51.774010,
45.733000f,51.774010,51.774010,51.774010,
45.733000f,51.774010,51.774010,51.774010,
47.199000f,51.774010,51.774010,51.774010,
47.199999f,51.774010,51.774010,51.774010,
52.016001f,51.774010,51.774010,51.774010,
52.016001f,51.774010,51.774010,51.774010,
67.082999f,51.774010,51.774010,51.774010,
67.082999f,51.774010,51.774010,51.774010,
77.400000f,51.774010,51.774010,51.774010,
;
34,
0.000000f,0.000000,0.000000,0.000000,
2.333000f,0.000000,0.000000,0.000000,
2.333000f,0.000000,0.000000,0.000000,
4.116000f,0.000000,0.000000,0.000000,
4.116000f,0.000000,0.000000,0.000000,
5.616000f,0.000000,0.000000,0.000000,
5.616000f,0.000000,0.000000,0.000000,
10.533000f,0.000000,0.000000,0.000000,
10.533000f,0.000000,0.000000,0.000000,
12.383000f,0.000000,0.000000,0.000000,
12.383000f,0.000000,0.000000,0.000000,
13.949000f,0.000000,0.000000,0.000000,
13.949999f,0.000000,0.000000,0.000000,
16.249001f,0.000000,0.000000,0.000000,
16.250000f,0.000000,0.000000,0.000000,
20.533000f,0.000000,0.000000,0.000000,
20.533000f,0.000000,0.000000,0.000000,
25.433001f,0.000000,0.000000,0.000000,
25.433001f,0.000000,0.000000,0.000000,
31.133002f,0.000000,0.000000,0.000000,
31.133002f,0.000000,0.000000,0.000000,
39.066000f,0.000000,0.000000,0.000000,
39.066000f,0.000000,0.000000,0.000000,
42.165999f,0.000000,0.000000,0.000000,
42.165999f,0.000000,0.000000,0.000000,
45.733000f,0.000000,0.000000,0.000000,
45.733000f,0.000000,0.000000,0.000000,
47.199000f,0.000000,0.000000,0.000000,
47.199999f,0.000000,0.000000,0.000000,
52.016001f,0.000000,0.000000,0.000000,
52.016001f,0.000000,0.000000,0.000000,
67.082999f,0.000000,0.000000,0.000000,
67.082999f,0.000000,0.000000,0.000000,
77.400000f,0.000000,0.000000,0.000000,
;
38,
0.000000f,-0.881456,0.425804,1.453625,-0.881456,0.425804,1.453625,-0.881456,0.425804,1.453625,
2.333000f,-0.653937,0.429355,1.529570,-0.653937,0.429355,1.529570,-0.653937,0.429355,1.529570,
2.353000f,-2.175474,0.413348,0.998941,-2.175474,0.413348,0.998941,-2.175474,0.413348,0.998941,
4.116000f,-2.175474,0.413348,0.998941,-2.175474,0.413348,0.998941,-2.175474,0.413348,0.998941,
4.136000f,-2.424223,4.730053,1.078475,-2.424223,4.730053,1.078475,-2.424223,4.730053,1.078475,
5.616000f,-2.424223,4.730053,1.078475,-2.424223,4.730053,1.078475,-2.424223,4.730053,1.078475,
5.636000f,-2.193260,1.741471,1.322676,-2.193260,1.741471,1.322676,-2.193260,1.741471,1.322676,
10.532999f,-2.193260,1.741471,1.322676,-2.193260,1.741471,1.322676,-2.193260,1.741471,1.322676,
10.552999f,-2.118547,4.465996,1.340380,-2.118547,4.465996,1.340380,-2.118547,4.465996,1.340380,
12.382999f,-2.118547,4.465996,1.340380,-2.118547,4.465996,1.340380,-2.118547,4.465996,1.340380,
12.403000f,1.558984,5.098002,0.872150,1.558984,5.098002,0.872150,1.558984,5.098002,0.872150,
13.948999f,1.558984,5.098002,0.872150,1.558984,5.098002,0.872150,1.558984,5.098002,0.872150,
13.949999f,-2.479639,2.203064,1.229887,-2.479639,2.203064,1.229887,-2.479639,2.203064,1.229887,
16.249001f,-2.479639,2.203064,1.229887,-2.479639,2.203064,1.229887,-2.479639,2.203064,1.229887,
16.250000f,1.666280,5.017030,0.929010,1.666280,5.017030,0.929010,1.666280,5.017030,0.929010,
20.532999f,1.666280,5.017030,0.929010,1.666280,5.017030,0.929010,1.666280,5.017030,0.929010,
20.552999f,0.542532,4.998826,1.485968,0.542532,4.998826,1.485968,0.542532,4.998826,1.485968,
25.433001f,0.542532,4.998826,1.485968,0.542532,4.998826,1.485968,0.542532,4.998826,1.485968,
25.453001f,0.114834,5.860374,1.453979,0.114834,5.860374,1.453979,0.114834,5.860374,1.453979,
31.133001f,0.114834,5.860374,1.453979,0.114834,5.860374,1.453979,0.114834,5.860374,1.453979,
31.153002f,2.389088,4.204179,0.887855,2.389088,4.204179,0.887855,2.389088,4.204179,0.887855,
39.066002f,2.389088,4.204179,0.887855,2.389088,4.204179,0.887855,2.389088,4.204179,0.887855,
39.086002f,0.114834,5.860374,1.453979,0.114834,5.860374,1.453979,0.114834,5.860374,1.453979,
42.166000f,0.114834,5.860374,1.453979,0.114834,5.860374,1.453979,0.114834,5.860374,1.453979,
42.186001f,-0.638940,2.238115,1.274195,-0.638940,2.238115,1.274195,-0.638940,2.238115,1.274195,
45.733002f,-0.638940,2.238115,1.274195,-0.638940,2.238115,1.274195,-0.638940,2.238115,1.274195,
45.753002f,-0.270020,4.423295,1.436328,-0.270020,4.423295,1.436328,-0.270020,4.423295,1.436328,
47.199001f,-0.270020,4.423295,1.436328,-0.270020,4.423295,1.436328,-0.270020,4.423295,1.436328,
47.200001f,-1.441680,1.371917,1.385737,-1.441680,1.371917,1.385737,-1.441680,1.371917,1.385737,
47.366001f,-1.441680,1.371917,1.385737,-1.441680,1.371917,1.385737,-1.288573,0.406678,1.339570,
51.533001f,-0.982350,-1.523859,1.247234,-1.135457,-0.558620,1.293401,-0.982350,-1.523859,1.247234,
52.016003f,-0.982350,-1.523859,1.247234,-0.982350,-1.523859,1.247234,-0.982350,-1.523859,1.247234,
52.036003f,-0.180620,4.790889,0.949441,-0.180620,4.790889,0.949441,-0.180620,4.790889,0.949441,
67.083000f,-0.180620,4.790889,0.949441,-0.180620,4.790889,0.949441,-0.180620,4.790889,0.949441,
67.102997f,-0.065357,0.230853,1.278382,-0.065357,0.230853,1.278382,-0.237010,-0.870088,1.185946,
71.932999f,-0.582500,-3.085976,0.999899,-0.453092,-1.968491,1.016146,-0.661994,-3.772431,0.989919,
74.900002f,-0.743130,-5.175803,1.110363,-0.743130,-5.175803,1.110363,-0.743130,-5.175803,1.110363,
77.400002f,-0.743130,-5.175803,1.110363,-0.743130,-5.175803,1.110363,-0.743130,-5.175803,1.110363,
;
38,
0.000000f,-1.053302,6.498939,2.023491,-1.053302,6.498939,2.023491,-1.053302,6.498939,2.023491,
2.333000f,-1.053302,6.498939,2.023491,-1.053302,6.498939,2.023491,-1.053302,6.498939,2.023491,
2.353000f,-0.642603,3.907579,1.396741,-0.642603,3.907579,1.396741,-0.642603,3.907579,1.396741,
4.116000f,-0.642603,3.907579,1.396741,-0.642603,3.907579,1.396741,-0.642603,3.907579,1.396741,
4.136000f,-1.288467,3.156076,1.315139,-1.288467,3.156076,1.315139,-1.288467,3.156076,1.315139,
5.616000f,-1.288467,3.156076,1.315139,-1.288467,3.156076,1.315139,-1.288467,3.156076,1.315139,
5.636000f,-0.956767,3.867138,1.449481,-0.956767,3.867138,1.449481,-0.956767,3.867138,1.449481,
10.532999f,-0.956767,3.867138,1.449481,-0.956767,3.867138,1.449481,-0.956767,3.867138,1.449481,
10.552999f,-0.945186,2.574562,1.435687,-0.945186,2.574562,1.435687,-0.945186,2.574562,1.435687,
12.382999f,-0.945186,2.574562,1.435687,-0.945186,2.574562,1.435687,-0.945186,2.574562,1.435687,
12.403000f,-1.233851,3.297204,1.306799,-1.233851,3.297204,1.306799,-1.233851,3.297204,1.306799,
13.948999f,-1.233851,3.297204,1.306799,-1.233851,3.297204,1.306799,-1.233851,3.297204,1.306799,
13.949999f,-0.258732,4.409567,1.363938,-0.258732,4.409567,1.363938,-0.258732,4.409567,1.363938,
16.249001f,-0.258732,4.409567,1.363938,-0.258732,4.409567,1.363938,-0.258732,4.409567,1.363938,
16.250000f,-0.002801,3.940820,1.259631,-0.002801,3.940820,1.259631,-0.002801,3.940820,1.259631,
20.532999f,-0.002801,3.940820,1.259631,-0.002801,3.940820,1.259631,-0.002801,3.940820,1.259631,
20.552999f,-0.773754,3.920937,1.753963,-0.773754,3.920937,1.753963,-0.773754,3.920937,1.753963,
25.433001f,-0.773754,3.920937,1.753963,-0.773754,3.920937,1.753963,-0.773754,3.920937,1.753963,
25.453001f,-0.590747,3.832672,1.433438,-0.590747,3.832672,1.433438,-0.590747,3.832672,1.433438,
31.133001f,-0.590747,3.832672,1.433438,-0.590747,3.832672,1.433438,-0.590747,3.832672,1.433438,
31.153002f,-0.184907,3.735774,1.299976,-0.184907,3.735774,1.299976,-0.184907,3.735774,1.299976,
39.066002f,-0.184907,3.735774,1.299976,-0.184907,3.735774,1.299976,-0.184907,3.735774,1.299976,
39.086002f,-0.590747,3.832672,1.433438,-0.590747,3.832672,1.433438,-0.590747,3.832672,1.433438,
42.166000f,-0.590747,3.832672,1.433438,-0.590747,3.832672,1.433438,-0.590747,3.832672,1.433438,
42.186001f,-1.444527,4.153259,1.695085,-1.444527,4.153259,1.695085,-1.444527,4.153259,1.695085,
45.733002f,-1.444527,4.153259,1.695085,-1.444527,4.153259,1.695085,-1.444527,4.153259,1.695085,
45.753002f,-1.432876,2.971107,1.515988,-1.432876,2.971107,1.515988,-1.432876,2.971107,1.515988,
47.199001f,-1.432876,2.971107,1.515988,-1.432876,2.971107,1.515988,-1.432876,2.971107,1.515988,
47.200001f,-1.656169,2.934968,1.564150,-1.656169,2.934968,1.564150,-1.656169,2.934968,1.564150,
47.366001f,-1.656169,2.934968,1.564150,-1.656169,2.934968,1.564150,-1.674338,2.929027,1.601681,
51.533001f,-1.710675,2.917144,1.676747,-1.692507,2.923085,1.639215,-1.710675,2.917144,1.676747,
52.016003f,-1.710675,2.917144,1.676747,-1.710675,2.917144,1.676747,-1.710675,2.917144,1.676747,
52.036003f,-2.240023,0.947930,1.403988,-2.240023,0.947930,1.403988,-2.240023,0.947930,1.403988,
67.083000f,-2.240023,0.947930,1.403988,-2.240023,0.947930,1.403988,-2.240023,0.947930,1.403988,
67.102997f,-1.396776,3.045763,1.520817,-1.396776,3.045763,1.520817,-1.493998,3.029986,1.598196,
71.932999f,-1.689680,2.998231,1.753937,-1.477449,3.022729,1.675983,-1.820050,2.983182,1.801823,
74.900002f,-2.292728,2.937014,1.898652,-2.292728,2.937014,1.898652,-2.292728,2.937014,1.898652,
